sue_decile,fwd_60d_return
1.0,3.4575770470100857
2.0,1.8999593205938308
3.0,3.301846977237392
4.0,1.8779124852671623
5.0,0.9869739928966694
6.0,3.0151195649994142
7.0,0.6124192869012546
8.0,1.7489101913455916
9.0,2.177767412207321
10.0,3.644005590609993
