,0
cagr,0.26096073323615987
sharpe,12.98258660471204
sortino,37.29134848122582
max_dd,-0.03119064845214803
win_rate,1.0
avg_win,7.1651206173280215
avg_loss,0.0
best_trade,10.018784580996098
worst_trade,2.140130529879557
avg_hold_days,85.75
num_trades,4.0
