Date,ZEEL.NS
2023-06-05,195.4863739013672
2023-06-06,192.18292236328125
2023-06-07,195.34063720703125
2023-06-08,190.57977294921875
2023-06-09,188.53941345214844
2023-06-12,189.3166961669922
2023-06-13,188.44224548339844
2023-06-14,189.3166961669922
2023-06-15,181.3009796142578
2023-06-16,181.83535766601562
2023-06-19,179.9893035888672
2023-06-20,168.378662109375
2023-06-21,175.1798858642578
2023-06-22,174.35400390625
2023-06-23,171.63351440429688
2023-06-26,172.79946899414062
2023-06-27,173.9167938232422
2023-06-28,172.4593963623047
2023-06-30,172.31365966796875
2023-07-03,175.71426391601562
2023-07-04,177.26882934570312
2023-07-05,177.90037536621094
2023-07-06,183.97288513183594
2023-07-07,200.29579162597656
2023-07-10,195.77783203125
2023-07-11,196.26364135742188
2023-07-12,196.21505737304688
2023-07-13,193.25167846679688
2023-07-14,209.86607360839844
2023-07-17,223.12844848632812
2023-07-18,217.63888549804688
2023-07-19,216.86160278320312
2023-07-20,217.15309143066406
2023-07-21,214.384033203125
2023-07-24,215.45278930664062
2023-07-25,228.9580535888672
2023-07-26,229.73533630371094
2023-07-27,229.88108825683594
2023-07-28,238.1882781982422
2023-07-31,235.46778869628906
2023-08-01,230.31829833984375
2023-08-02,220.31080627441406
2023-08-03,227.3549041748047
2023-08-04,227.6949920654297
2023-08-07,229.20095825195312
2023-08-08,231.58139038085938
2023-08-09,235.37063598632812
2023-08-10,274.3318786621094
2023-08-11,263.20703125
2023-08-14,263.6928405761719
2023-08-16,268.1622314453125
2023-08-17,266.0732727050781
2023-08-18,265.92755126953125
2023-08-21,263.4013671875
2023-08-22,264.7130432128906
2023-08-23,266.121826171875
2023-08-24,264.4701232910156
2023-08-25,258.2032775878906
2023-08-28,255.48281860351562
2023-08-29,257.426025390625
2023-08-30,258.5919189453125
2023-08-31,254.7541046142578
2023-09-01,255.09413146972656
2023-09-04,258.1061096191406
2023-09-05,267.0934143066406
2023-09-06,269.3767395019531
2023-09-07,275.3034973144531
2023-09-08,269.279541015625
2023-09-11,271.8542785644531
2023-09-12,263.83856201171875
2023-09-13,268.0650329589844
2023-09-14,265.1016540527344
2023-09-15,266.36474609375
2023-09-18,260.5351257324219
2023-09-20,257.0859680175781
2023-09-21,259.66070556640625
2023-09-22,257.96038818359375
2023-09-25,255.19131469726562
2023-09-26,254.94839477539062
2023-09-27,254.36546325683594
2023-09-28,246.83554077148438
2023-09-29,257.037353515625
2023-10-03,255.92001342773438
2023-10-04,250.3332977294922
2023-10-05,250.96482849121094
2023-10-06,253.2481231689453
2023-10-09,249.41029357910156
2023-10-10,251.7421417236328
2023-10-11,252.27650451660156
2023-10-12,254.8026885986328
2023-10-13,251.06201171875
2023-10-16,248.39010620117188
2023-10-17,248.39010620117188
2023-10-18,249.45887756347656
2023-10-19,252.13076782226562
2023-10-20,254.07398986816406
2023-10-23,242.6090545654297
2023-10-25,236.5365447998047
2023-10-26,231.87286376953125
2023-10-27,242.07467651367188
2023-10-30,243.4349365234375
2023-10-31,251.8393096923828
2023-11-01,260.097900390625
2023-11-02,261.7010498046875
2023-11-03,267.4820861816406
2023-11-06,260.7294616699219
2023-11-07,254.94839477539062
2023-11-08,252.32510375976562
2023-11-09,255.38563537597656
2023-11-10,241.88037109375
2023-11-13,244.94091796875
2023-11-15,241.1516571044922
2023-11-16,242.9491424560547
2023-11-17,239.11129760742188
2023-11-20,236.6822967529297
2023-11-21,244.60086059570312
2023-11-22,242.22042846679688
2023-11-23,242.7548065185547
2023-11-24,245.6696319580078
2023-11-28,248.5358428955078
2023-11-29,242.6090545654297
2023-11-30,245.9125213623047
2023-12-01,258.9805603027344
2023-12-04,248.63299560546875
2023-12-05,244.55227661132812
2023-12-06,250.72193908691406
2023-12-07,263.88714599609375
2023-12-08,271.0284423828125
2023-12-11,277.78106689453125
2023-12-12,280.84161376953125
2023-12-13,276.4693908691406
2023-12-14,270.0082702636719
2023-12-15,269.716796875
2023-12-18,272.534423828125
2023-12-19,263.9843444824219
2023-12-20,244.795166015625
2023-12-21,254.7541046142578
2023-12-22,259.9521484375
2023-12-26,256.8916015625
2023-12-27,258.5433349609375
2023-12-28,263.59564208984375
2023-12-29,266.8991394042969
2024-01-01,276.9551696777344
2024-01-02,279.52996826171875
2024-01-03,277.53814697265625
2024-01-04,282.34759521484375
2024-01-05,275.0119934082031
2024-01-08,270.2511291503906
2024-01-09,249.02163696289062
2024-01-10,252.4222412109375
2024-01-11,244.01788330078125
2024-01-12,242.8519744873047
2024-01-15,235.90501403808594
2024-01-16,246.10684204101562
2024-01-17,238.868408203125
2024-01-18,241.1516571044922
2024-01-19,228.32650756835938
2024-01-23,151.5213623046875
2024-01-24,161.6260223388672
2024-01-25,158.5654754638672
2024-01-29,157.1566619873047
2024-01-30,166.04681396484375
2024-01-31,168.18435668945312
2024-02-01,165.70675659179688
2024-02-02,167.99000549316406
2024-02-05,172.94520568847656
2024-02-06,170.8076629638672
2024-02-07,177.17166137695312
2024-02-08,187.81069946289062
2024-02-09,197.4781494140625
2024-02-12,182.5640411376953
2024-02-13,183.29275512695312
2024-02-14,194.51475524902344
2024-02-15,182.5640411376953
2024-02-16,178.5319061279297
2024-02-19,173.43099975585938
2024-02-20,187.1791534423828
2024-02-21,159.9257354736328
2024-02-22,163.37489318847656
2024-02-23,168.52439880371094
2024-02-26,166.48403930664062
2024-02-27,168.13575744628906
2024-02-28,157.39956665039062
2024-02-29,156.37936401367188
2024-03-01,150.88983154296875
2024-03-04,150.5011749267578
2024-03-05,150.6469268798828
2024-03-06,149.67532348632812
2024-03-07,156.03932189941406
2024-03-11,151.6185302734375
2024-03-12,151.91000366210938
2024-03-13,141.12521362304688
2024-03-14,142.7283477783203
2024-03-15,137.676025390625
2024-03-18,138.89053344726562
2024-03-19,136.7044219970703
2024-03-20,136.6558380126953
2024-03-21,136.89874267578125
2024-03-22,138.40472412109375
2024-03-26,135.2956085205078
2024-03-27,137.33596801757812
2024-03-28,134.61549377441406
2024-04-01,142.9226837158203
2024-04-02,148.99520874023438
2024-04-03,148.50941467285156
2024-04-04,148.70372009277344
2024-04-05,148.0236053466797
2024-04-08,145.44883728027344
2024-04-09,142.3397216796875
2024-04-10,146.0318145751953
2024-04-12,142.3883056640625
2024-04-15,137.82177734375
2024-04-16,143.50564575195312
2024-04-18,140.68800354003906
2024-04-19,138.7933807373047
2024-04-22,138.06468200683594
2024-04-23,139.4735107421875
2024-04-24,136.12147521972656
2024-04-25,138.64764404296875
2024-04-26,141.7567596435547
2024-04-29,145.06021118164062
2024-04-30,142.77694702148438
2024-05-02,139.76498413085938
2024-05-03,139.03628540039062
2024-05-06,132.5265350341797
2024-05-07,129.9031982421875
2024-05-08,130.5833282470703
2024-05-09,128.39723205566406
2024-05-10,127.52278900146484
2024-05-13,126.11396789550781
2024-05-14,127.96000671386719
2024-05-15,127.08556365966797
2024-05-16,129.27166748046875
2024-05-17,131.11770629882812
2024-05-21,143.40847778320312
2024-05-22,146.954833984375
2024-05-23,144.33151245117188
2024-05-24,147.3434600830078
2024-05-27,144.72015380859375
2024-05-28,146.71192932128906
2024-05-29,146.66334533691406
2024-05-30,147.78070068359375
2024-05-31,144.6715545654297
2024-06-03,151.86143493652344
2024-06-04,134.90696716308594
2024-06-05,142.14541625976562
2024-06-06,149.1895294189453
2024-06-07,151.81283569335938
2024-06-10,159.74111938476562
2024-06-11,160.53782653808594
2024-06-12,162.06324768066406
2024-06-13,160.36294555664062
2024-06-14,159.3233184814453
2024-06-18,156.35023498535156
2024-06-19,149.9570770263672
2024-06-20,151.1715850830078
2024-06-21,149.85992431640625
2024-06-24,146.8382568359375
2024-06-25,144.5063934326172
2024-06-26,151.19100952148438
2024-06-27,146.9159698486328
2024-06-28,147.4794921875
2024-07-01,148.58712768554688
2024-07-02,148.84945678710938
2024-07-03,146.53704833984375
2024-07-04,145.759765625
2024-07-05,146.80909729003906
2024-07-08,146.39129638671875
2024-07-09,146.42044067382812
2024-07-10,142.28143310546875
2024-07-11,143.00039672851562
2024-07-12,151.0841522216797
2024-07-15,155.59237670898438
2024-07-16,151.11328125
2024-07-18,138.37557983398438
2024-07-19,133.61473083496094
2024-07-22,130.6416473388672
2024-07-23,130.8942413330078
2024-07-24,132.8083038330078
2024-07-25,136.03402709960938
2024-07-26,138.5699005126953
2024-07-29,139.92042541503906
2024-07-30,141.03778076171875
2024-07-31,144.44810485839844
2024-08-01,137.74404907226562
2024-08-02,138.60877990722656
2024-08-05,130.3695831298828
2024-08-06,130.48617553710938
2024-08-07,133.07064819335938
2024-08-08,134.32400512695312
2024-08-09,133.62445068359375
2024-08-12,132.2059326171875
2024-08-13,131.80755615234375
2024-08-14,130.1072540283203
2024-08-16,130.5930633544922
2024-08-19,131.2440185546875
2024-08-20,131.45777893066406
2024-08-21,135.3441925048828
2024-08-22,135.480224609375
2024-08-23,132.75973510742188
2024-08-26,131.36062622070312
2024-08-27,146.54676818847656
2024-08-28,141.52357482910156
2024-08-29,138.2784423828125
2024-08-30,136.7821502685547
2024-09-02,137.96751403808594
2024-09-03,133.0123291015625
2024-09-04,131.78811645507812
2024-09-05,131.749267578125
2024-09-06,130.60275268554688
2024-09-09,129.2522430419922
2024-09-10,134.95553588867188
2024-09-11,131.63265991210938
2024-09-12,130.90396118164062
2024-09-13,132.07960510253906
2024-09-16,131.0302734375
2024-09-17,129.20364379882812
2024-09-18,127.48393249511719
2024-09-19,122.54818725585938
2024-09-20,124.52054595947266
2024-09-23,123.73353576660156
2024-09-24,123.69467163085938
2024-09-25,130.7776641845703
2024-09-26,132.65284729003906
2024-09-27,131.89500427246094
2024-09-30,133.7896270751953
2024-10-01,136.1311798095703
2024-10-03,131.9047088623047
2024-10-04,128.0280303955078
2024-10-07,122.37329864501953
2024-10-08,123.18944549560547
2024-10-09,125.27838897705078
2024-10-10,125.64759826660156
2024-10-11,126.45401763916016
2024-10-14,127.53250885009766
2024-10-15,125.62816619873047
2024-10-16,125.23951721191406
2024-10-17,122.18869018554688
2024-10-18,128.6984405517578
2024-10-21,122.62591552734375
2024-10-22,120.08030700683594
2024-10-23,120.06088256835938
2024-10-24,120.71185302734375
2024-10-25,116.16475677490234
2024-10-28,117.20437622070312
2024-10-29,115.82469940185547
2024-10-30,118.72978973388672
2024-10-31,118.68120574951172
2024-11-01,119.69168090820312
2024-11-04,117.02948760986328
2024-11-05,117.99137115478516
2024-11-06,119.85684967041016
2024-11-07,121.36283874511719
2024-11-08,120.08955383300781
2024-11-11,118.2384033203125
2024-11-12,116.60273742675781
2024-11-13,112.53804779052734
2024-11-14,113.16488647460938
2024-11-18,113.02776336669922
2024-11-19,120.02098846435547
2024-11-21,116.1130142211914
2024-11-22,114.7613754272461
2024-11-25,116.0444564819336
2024-11-26,118.10128021240234
2024-11-27,119.71736907958984
2024-11-28,120.57927703857422
2024-11-29,126.5049057006836
2024-12-02,127.8271484375
2024-12-03,135.32968139648438
2024-12-04,138.199462890625
2024-12-05,139.93307495117188
2024-12-06,140.63827514648438
2024-12-09,138.3855438232422
2024-12-10,136.79885864257812
2024-12-11,135.212158203125
2024-12-12,131.90164184570312
2024-12-13,130.0015106201172
2024-12-16,132.9006805419922
2024-12-17,133.01820373535156
2024-12-18,128.99269104003906
2024-12-19,127.75859832763672
2024-12-20,122.55774688720703
2024-12-23,123.03768157958984
2024-12-24,123.54698944091797
2024-12-26,122.28350067138672
2024-12-27,122.1463851928711
2024-12-30,119.59003448486328
2024-12-31,118.79668426513672
2025-01-01,120.54009246826172
2025-01-02,121.42159271240234
2025-01-03,122.92993927001953
2025-01-06,120.04058074951172
2025-01-07,126.8379135131836
2025-01-08,131.0201416015625
2025-01-09,130.01132202148438
2025-01-10,122.62630462646484
2025-01-13,116.73986053466797
2025-01-14,121.9798812866211
2025-01-15,119.97201538085938
2025-01-16,120.20708465576172
2025-01-17,118.90442657470703
2025-01-20,118.46367645263672
2025-01-21,118.1208724975586
2025-01-22,115.53514099121094
2025-01-23,118.26778411865234
2025-01-24,113.91905975341797
2025-01-27,106.30878448486328
2025-01-28,101.52910614013672
2025-01-29,103.97771453857422
2025-01-30,102.2930679321289
2025-01-31,103.41941833496094
2025-02-01,106.80830383300781
2025-02-03,104.39886474609375
2025-02-04,105.58399963378906
2025-02-05,107.6212387084961
2025-02-06,106.25981140136719
2025-02-07,107.20986938476562
2025-02-10,102.76319885253906
2025-02-11,98.17940521240234
2025-02-12,97.70927429199219
2025-02-13,97.88557434082031
2025-02-14,94.58484649658203
2025-02-17,94.76114654541016
2025-02-18,96.3184585571289
2025-02-19,96.98448181152344
2025-02-20,98.4928207397461
2025-02-21,95.80915069580078
2025-02-24,94.31060028076172
2025-02-25,97.71906280517578
2025-02-27,95.15292358398438
2025-02-28,91.17637634277344
2025-03-03,88.31640625
2025-03-04,90.63768768310547
2025-03-05,96.38702392578125
2025-03-06,96.16175079345703
2025-03-07,101.83272552490234
2025-03-10,105.28036499023438
2025-03-11,103.82099914550781
2025-03-12,102.49874877929688
2025-03-13,98.1010513305664
2025-03-17,97.15099334716797
2025-03-18,97.15099334716797
2025-03-19,98.22837829589844
2025-03-20,101.0491714477539
2025-03-21,104.15400695800781
2025-03-24,103.2235336303711
