Date,ZEEL.NS
2025-03-25,100.66719055175781
2025-03-26,98.42426300048828
2025-03-27,99.56041717529297
2025-03-28,96.3184585571289
2025-04-01,99.51144409179688
2025-04-02,100.02075958251953
2025-04-03,105.18242645263672
2025-04-04,102.56731414794922
2025-04-07,95.05498504638672
2025-04-08,105.7113265991211
2025-04-09,101.87191009521484
2025-04-11,101.71519470214844
2025-04-15,105.73091125488281
2025-04-16,110.30491638183594
2025-04-17,111.94058227539062
2025-04-21,116.30889892578125
2025-04-22,113.15509033203125
2025-04-23,112.23441314697266
2025-04-24,111.6075668334961
2025-04-25,106.00515747070312
2025-04-28,107.29802703857422
2025-04-29,104.0364761352539
2025-04-30,104.16380310058594
2025-05-02,103.8797607421875
2025-05-05,106.45570373535156
2025-05-06,103.93852996826172
2025-05-07,107.36658477783203
2025-05-08,108.87493133544922
2025-05-09,113.41954803466797
2025-05-12,114.73199462890625
2025-05-13,120.61845397949219
2025-05-14,121.36283111572266
2025-05-15,124.32074737548828
2025-05-16,127.0044174194336
2025-05-19,125.88785552978516
2025-05-20,120.38338470458984
2025-05-21,121.49995422363281
2025-05-22,124.67334747314453
2025-05-23,125.46670532226562
2025-05-26,124.93779754638672
2025-05-27,124.11506652832031
2025-05-28,125.72135162353516
2025-05-29,125.47649383544922
2025-05-30,127.73900604248047
2025-06-02,125.31977844238281
2025-06-03,127.90550994873047
2025-06-04,125.33937072753906
2025-06-05,125.11409759521484
2025-06-06,123.98773193359375
2025-06-09,124.80067443847656
2025-06-10,128.35606384277344
2025-06-11,129.82522583007812
2025-06-12,131.77430725097656
2025-06-13,134.48736572265625
2025-06-16,135.07504272460938
2025-06-17,134.38943481445312
2025-06-18,131.0397186279297
2025-06-19,124.96717834472656
2025-06-20,130.34432983398438
2025-06-23,146.58349609375
2025-06-24,140.62847900390625
2025-06-25,143.4003143310547
2025-06-26,140.8145751953125
2025-06-27,141.3728485107422
2025-06-30,143.24359130859375
2025-07-01,139.0711669921875
2025-07-02,138.11129760742188
2025-07-03,140.9810791015625
2025-07-04,144.35037231445312
2025-07-07,141.95071411132812
2025-07-08,142.84201049804688
2025-07-09,138.87527465820312
2025-07-10,138.98300170898438
2025-07-11,134.53634643554688
2025-07-14,140.02122497558594
2025-07-15,140.27587890625
2025-07-16,141.19656372070312
2025-07-17,139.41397094726562
2025-07-18,138.6696014404297
2025-07-21,138.9242401123047
2025-07-22,131.02993774414062
2025-07-23,125.97599792480469
2025-07-24,126.72039031982422
2025-07-25,121.15714263916016
2025-07-28,116.16197967529297
2025-07-29,116.26972198486328
2025-07-30,114.2618637084961
2025-07-31,115.76041412353516
2025-08-01,113.9288558959961
2025-08-04,116.74964904785156
2025-08-05,114.32063293457031
2025-08-06,110.0208740234375
2025-08-07,112.3127670288086
2025-08-08,110.47142028808594
2025-08-11,110.81422424316406
2025-08-12,110.95134735107422
2025-08-13,114.45775604248047
2025-08-14,113.86029052734375
2025-08-18,113.75255584716797
2025-08-19,115.56452178955078
2025-08-20,115.18254089355469
2025-08-21,114.7026138305664
2025-08-22,121.03961181640625
2025-08-25,117.88580322265625
2025-08-26,115.79959106445312
2025-08-28,115.77999877929688
2025-08-29,116.04000091552734
2025-09-01,113.95999908447266
2025-09-02,115.31999969482422
2025-09-03,116.27999877929688
2025-09-04,114.70999908447266
2025-09-05,115.9000015258789
2025-09-08,116.08999633789062
2025-09-09,115.05999755859375
2025-09-10,114.3499984741211
2025-09-11,116.68000030517578
2025-09-12,116.30000305175781
2025-09-15,115.1500015258789
2025-09-16,115.48999786376953
2025-09-17,116.12000274658203
2025-09-18,115.63999938964844
2025-09-19,116.44999694824219
2025-09-22,119.91000366210938
2025-09-23,118.13999938964844
2025-09-24,116.08999633789062
2025-09-25,114.80999755859375
2025-09-26,112.58999633789062
2025-09-29,112.66999816894531
2025-09-30,112.37000274658203
2025-10-01,114.20999908447266
2025-10-03,113.9000015258789
2025-10-06,112.8499984741211
2025-10-07,112.38999938964844
2025-10-08,109.1500015258789
2025-10-09,109.8499984741211
2025-10-10,111.41999816894531
2025-10-13,110.55000305175781
2025-10-14,109.16000366210938
2025-10-15,109.91999816894531
2025-10-16,109.30999755859375
2025-10-17,105.37000274658203
2025-10-20,103.94000244140625
2025-10-21,104.51000213623047
2025-10-23,105.7300033569336
2025-10-24,104.7699966430664
2025-10-27,103.13999938964844
2025-10-28,102.83999633789062
2025-10-29,103.83000183105469
2025-10-30,101.9000015258789
2025-10-31,100.58000183105469
2025-11-03,100.58999633789062
2025-11-04,101.94999694824219
2025-11-06,99.80999755859375
2025-11-07,98.80000305175781
2025-11-10,97.58000183105469
2025-11-11,98.77999877929688
2025-11-12,103.41000366210938
2025-11-13,100.13999938964844
2025-11-14,100.4800033569336
2025-11-17,100.08999633789062
2025-11-18,99.63999938964844
2025-11-19,99.01000213623047
2025-11-20,98.37000274658203
2025-11-21,98.05999755859375
2025-11-24,98.25
2025-11-25,97.01000213623047
2025-11-26,97.83000183105469
2025-11-27,98.08999633789062
2025-11-28,101.47000122070312
2025-12-01,100.12000274658203
2025-12-02,97.8499984741211
2025-12-03,99.73999786376953
2025-12-04,97.83999633789062
2025-12-05,97.5
2025-12-08,93.66999816894531
2025-12-09,92.7300033569336
2025-12-10,93.36000061035156
2025-12-11,93.70999908447266
2025-12-12,94.16999816894531
2025-12-15,93.80999755859375
2025-12-16,92.7300033569336
2025-12-17,92.58999633789062
2025-12-18,90.4800033569336
2025-12-19,90.52999877929688
2025-12-22,91.91999816894531
2025-12-23,91.86000061035156
2025-12-24,91.80999755859375
2025-12-26,91.20999908447266
2025-12-29,90.73999786376953
2025-12-30,89.68000030517578
2025-12-31,89.95999908447266
2026-01-01,90.4800033569336
2026-01-02,91.12000274658203
2026-01-05,91.18000030517578
2026-01-06,91.63999938964844
2026-01-07,92.12000274658203
2026-01-08,90.58999633789062
2026-01-09,91.01000213623047
2026-01-12,89.93000030517578
2026-01-13,89.12999725341797
2026-01-14,90.29000091552734
2026-01-15,90.29000091552734
2026-01-16,89.5
2026-01-19,88.12000274658203
2026-01-20,83.83999633789062
2026-01-21,81.56999969482422
2026-01-22,85.06999969482422
2026-01-23,81.38999938964844
2026-01-27,79.29000091552734
2026-01-28,84.06999969482422
2026-01-29,82.55000305175781
2026-01-30,84.37999725341797
2026-02-02,81.16000366210938
2026-02-03,82.54000091552734
2026-02-04,84.80999755859375
2026-02-05,85.95999908447266
2026-02-06,89.37000274658203
2026-02-09,92.70999908447266
2026-02-10,93.6500015258789
2026-02-11,92.8499984741211
2026-02-12,93.72000122070312
2026-02-13,96.19999694824219
2026-02-16,94.7300033569336
2026-02-17,94.86000061035156
2026-02-18,94.7300033569336
2026-02-19,92.69999694824219
2026-02-20,90.69999694824219
2026-02-23,90.76000213623047
2026-02-24,88.04000091552734
2026-02-25,88.37999725341797
2026-02-26,87.4000015258789
2026-02-27,87.44999694824219
2026-03-02,84.19000244140625
2026-03-04,81.87999725341797
2026-03-05,82.38999938964844
2026-03-06,81.80999755859375
2026-03-09,80.05000305175781
2026-03-10,80.4000015258789
2026-03-11,80.4800033569336
2026-03-12,82.0199966430664
2026-03-13,78.05999755859375
2026-03-16,75.38999938964844
2026-03-17,75.30000305175781
2026-03-18,76.87999725341797
2026-03-19,73.94000244140625
2026-03-20,72.77999877929688
2026-03-23,68.38999938964844
2026-03-24,71.51000213623047
2026-03-25,75.95999908447266
2026-03-27,73.69000244140625
2026-03-30,72.13999938964844
2026-04-01,76.06999969482422
2026-04-02,74.12999725341797
2026-04-06,73.7300033569336
2026-04-07,73.56999969482422
2026-04-08,78.79000091552734
2026-04-09,79.19999694824219
2026-04-10,81.94000244140625
2026-04-13,79.88999938964844
2026-04-15,82.72000122070312
2026-04-16,80.19999694824219
2026-04-17,81.04000091552734
2026-04-20,87.5999984741211
2026-04-21,86.76000213623047
2026-04-22,87.58000183105469
2026-04-23,91.19000244140625
2026-04-24,88.0999984741211
2026-04-27,91.43000030517578
2026-04-28,92.95999908447266
2026-04-29,90.45999908447266
2026-04-30,89.73999786376953
2026-05-01,89.73999786376953
2026-05-04,90.81999969482422
2026-05-05,90.58000183105469
2026-05-06,94.52999877929688
2026-05-07,94.58000183105469
2026-05-08,95.11000061035156
2026-05-11,90.37000274658203
2026-05-12,86.12000274658203
2026-05-13,88.37999725341797
2026-05-14,90.62000274658203
2026-05-15,88.33999633789062
2026-05-18,84.56999969482422
2026-05-19,87.68000030517578
2026-05-20,82.94999694824219
2026-05-21,83.41999816894531
2026-05-22,82.12999725341797
2026-05-25,82.68000030517578
2026-05-26,82.77999877929688
2026-05-27,91.45999908447266
2026-05-28,91.45999908447266
2026-05-29,93.11000061035156
2026-06-01,95.79000091552734
2026-06-02,94.31999969482422
