Date,EICHERMOT.NS
2023-06-05,3547.33837890625
2023-06-06,3578.0966796875
2023-06-07,3599.632080078125
2023-06-08,3532.031494140625
2023-06-09,3458.540283203125
2023-06-12,3467.521484375
2023-06-13,3469.500732421875
2023-06-14,3449.607421875
2023-06-15,3413.53759765625
2023-06-16,3417.593505859375
2023-06-19,3376.7919921875
2023-06-20,3439.99853515625
2023-06-21,3448.06201171875
2023-06-22,3436.618408203125
2023-06-23,3417.88330078125
2023-06-26,3429.906494140625
2023-06-27,3414.551513671875
2023-06-28,3423.339599609375
2023-06-30,3457.38134765625
2023-07-03,3506.391845703125
2023-07-04,3285.193115234375
2023-07-05,3196.298583984375
2023-07-06,3111.74951171875
2023-07-07,3075.63134765625
2023-07-10,3065.10498046875
2023-07-11,3141.5419921875
2023-07-12,3178.818603515625
2023-07-13,3145.501220703125
2023-07-14,3232.3681640625
2023-07-17,3235.072265625
2023-07-18,3234.4443359375
2023-07-19,3215.9990234375
2023-07-20,3203.396728515625
2023-07-21,3201.851318359375
2023-07-24,3194.463623046875
2023-07-25,3212.184326171875
2023-07-26,3238.693359375
2023-07-27,3213.825927734375
2023-07-28,3240.1904296875
2023-07-31,3250.137451171875
2023-08-01,3298.8095703125
2023-08-02,3218.4619140625
2023-08-03,3263.8505859375
2023-08-04,3244.39111328125
2023-08-07,3240.818359375
2023-08-08,3256.414794921875
2023-08-09,3295.622802734375
2023-08-10,3297.650634765625
2023-08-11,3273.025146484375
2023-08-14,3259.843505859375
2023-08-16,3248.615478515625
2023-08-17,3220.54443359375
2023-08-18,3270.486328125
2023-08-21,3286.0595703125
2023-08-22,3264.4326171875
2023-08-23,3278.68798828125
2023-08-24,3262.723876953125
2023-08-25,3262.235595703125
2023-08-28,3269.265869140625
2023-08-29,3276.1005859375
2023-08-30,3325.31005859375
2023-08-31,3257.79345703125
2023-09-01,3320.08642578125
2023-09-04,3353.039306640625
2023-09-05,3323.064453125
2023-09-06,3311.201416015625
2023-09-07,3322.088134765625
2023-09-08,3291.283203125
2023-09-11,3324.089599609375
2023-09-12,3262.33349609375
2023-09-13,3241.87841796875
2023-09-14,3301.53515625
2023-09-15,3346.25341796875
2023-09-18,3350.696044921875
2023-09-20,3359.9228515625
2023-09-21,3354.699462890625
2023-09-22,3328.9228515625
2023-09-25,3306.6611328125
2023-09-26,3390.1416015625
2023-09-27,3397.513427734375
2023-09-28,3358.9951171875
2023-09-29,3365.536865234375
2023-10-03,3272.24365234375
2023-10-04,3320.574462890625
2023-10-05,3362.266357421875
2023-10-06,3368.905517578125
2023-10-09,3364.218994140625
2023-10-10,3377.058349609375
2023-10-11,3404.250732421875
2023-10-12,3411.671142578125
2023-10-13,3394.29150390625
2023-10-16,3404.250732421875
2023-10-17,3418.1640625
2023-10-18,3413.526123046875
2023-10-19,3418.505615234375
2023-10-20,3398.68505859375
2023-10-23,3364.951171875
2023-10-25,3304.46435546875
2023-10-26,3248.224853515625
2023-10-27,3314.667724609375
2023-10-30,3278.34619140625
2023-10-31,3217.712890625
2023-11-01,3204.72705078125
2023-11-02,3259.453125
2023-11-03,3347.03466796875
2023-11-06,3428.025390625
2023-11-07,3426.17041015625
2023-11-08,3466.446044921875
2023-11-09,3458.244140625
2023-11-10,3457.12158203125
2023-11-13,3559.2998046875
2023-11-15,3757.407470703125
2023-11-16,3746.13037109375
2023-11-17,3774.006103515625
2023-11-20,3755.60107421875
2023-11-21,3753.404296875
2023-11-22,3743.25
2023-11-23,3792.069091796875
2023-11-24,3758.139892578125
2023-11-28,3736.317626953125
2023-11-29,3722.208984375
2023-11-30,3804.859619140625
2023-12-01,3799.29443359375
2023-12-04,4081.614990234375
2023-12-05,4038.800537109375
2023-12-06,3951.414306640625
2023-12-07,3994.375244140625
2023-12-08,3959.2255859375
2023-12-11,3930.56884765625
2023-12-12,3858.414306640625
2023-12-13,3937.5009765625
2023-12-14,3989.6396484375
2023-12-15,3964.009521484375
2023-12-18,3989.005126953125
2023-12-19,3944.238037109375
2023-12-20,3819.993408203125
2023-12-21,3864.4677734375
2023-12-22,3911.431884765625
2023-12-26,3944.970458984375
2023-12-27,4022.6904296875
2023-12-28,3995.25390625
2023-12-29,4045.63525390625
2024-01-01,3942.968994140625
2024-01-02,3800.5634765625
2024-01-03,3795.779296875
2024-01-04,3769.8076171875
2024-01-05,3785.478515625
2024-01-08,3792.508544921875
2024-01-09,3779.034423828125
2024-01-10,3751.793212890625
2024-01-11,3796.950927734375
2024-01-12,3779.425048828125
2024-01-15,3741.590087890625
2024-01-16,3702.730224609375
2024-01-17,3662.50341796875
2024-01-18,3603.96923828125
2024-01-19,3612.0732421875
2024-01-23,3531.277587890625
2024-01-24,3549.1455078125
2024-01-25,3531.033447265625
2024-01-29,3582.391357421875
2024-01-30,3617.248046875
2024-01-31,3748.9130859375
2024-02-01,3840.30224609375
2024-02-02,3735.19482421875
2024-02-05,3798.07373046875
2024-02-06,3851.433349609375
2024-02-07,3834.88330078125
2024-02-08,3717.3759765625
2024-02-09,3750.23095703125
2024-02-12,3780.4013671875
2024-02-13,3763.16796875
2024-02-14,3809.39990234375
2024-02-15,3824.045654296875
2024-02-16,3835.85986328125
2024-02-19,3810.66943359375
2024-02-20,3737.684814453125
2024-02-21,3745.739990234375
2024-02-22,3858.072509765625
2024-02-23,3834.2978515625
2024-02-26,3859.5859375
2024-02-27,3908.209716796875
2024-02-28,3772.49267578125
2024-02-29,3702.82763671875
2024-03-01,3752.77001953125
2024-03-04,3662.84521484375
2024-03-05,3702.339599609375
2024-03-06,3703.609130859375
2024-03-07,3695.8466796875
2024-03-11,3694.528564453125
2024-03-12,3720.74462890625
2024-03-13,3647.320556640625
2024-03-14,3683.544189453125
2024-03-15,3657.181884765625
2024-03-18,3612.317138671875
2024-03-19,3629.0625
2024-03-20,3782.110107421875
2024-03-21,3826.388916015625
2024-03-22,3894.198486328125
2024-03-26,3818.724365234375
2024-03-27,3821.360595703125
2024-03-28,3924.368896484375
2024-04-01,3853.4345703125
2024-04-02,3829.56201171875
2024-04-03,3841.27880859375
2024-04-04,3919.48681640625
2024-04-05,3936.036376953125
2024-04-08,4106.4150390625
2024-04-09,4148.3017578125
2024-04-10,4213.1826171875
2024-04-12,4200.6357421875
2024-04-15,4119.69384765625
2024-04-16,4252.82373046875
2024-04-18,4248.43017578125
2024-04-19,4241.54638671875
2024-04-22,4361.4462890625
2024-04-23,4413.38916015625
2024-04-24,4423.6904296875
2024-04-25,4506.19482421875
2024-04-26,4492.32958984375
2024-04-29,4463.8681640625
2024-04-30,4488.814453125
2024-05-02,4493.69677734375
2024-05-03,4490.62109375
2024-05-06,4490.376953125
2024-05-07,4513.22412109375
2024-05-08,4491.45068359375
2024-05-09,4460.15771484375
2024-05-10,4547.8369140625
2024-05-13,4547.4462890625
2024-05-14,4618.81982421875
2024-05-15,4539.53759765625
2024-05-16,4571.17236328125
2024-05-17,4583.03515625
2024-05-21,4562.580078125
2024-05-22,4584.548828125
2024-05-23,4738.2314453125
2024-05-24,4765.66748046875
2024-05-27,4680.08740234375
2024-05-28,4658.265625
2024-05-29,4633.31884765625
2024-05-30,4630.9267578125
2024-05-31,4621.65185546875
2024-06-03,4560.5302734375
2024-06-04,4389.2236328125
2024-06-05,4470.84912109375
2024-06-06,4608.27490234375
2024-06-07,4649.52685546875
2024-06-10,4669.78662109375
2024-06-11,4646.255859375
2024-06-12,4736.0830078125
2024-06-13,4688.09375
2024-06-14,4818.53857421875
2024-06-18,4819.51513671875
2024-06-19,4765.47216796875
2024-06-20,4761.712890625
2024-06-21,4731.0546875
2024-06-24,4755.85498046875
2024-06-25,4662.2685546875
2024-06-26,4627.75390625
2024-06-27,4602.46533203125
2024-06-28,4562.580078125
2024-07-01,4526.0634765625
2024-07-02,4516.4951171875
2024-07-03,4581.47314453125
2024-07-04,4578.7392578125
2024-07-05,4625.41015625
2024-07-08,4642.1552734375
2024-07-09,4714.65185546875
2024-07-10,4734.61865234375
2024-07-11,4714.6025390625
2024-07-12,4745.89599609375
2024-07-15,4766.05810546875
2024-07-16,4799.9873046875
2024-07-18,4824.39697265625
2024-07-19,4736.13232421875
2024-07-22,4742.625
2024-07-23,4803.35546875
2024-07-24,4799.2548828125
2024-07-25,4784.90234375
2024-07-26,4894.1103515625
2024-07-29,4845.04736328125
2024-07-30,4834.89306640625
2024-07-31,4845.4873046875
2024-08-01,4851.44287109375
2024-08-02,4615.06103515625
2024-08-05,4565.314453125
2024-08-06,4543.97998046875
2024-08-07,4538.3037109375
2024-08-08,4518.31298828125
2024-08-09,4768.765625
2024-08-12,4747.24462890625
2024-08-13,4740.7783203125
2024-08-14,4672.66162109375
2024-08-16,4756.32666015625
2024-08-19,4751.68701171875
2024-08-20,4820.74169921875
2024-08-21,4850.6533203125
2024-08-22,4870.3974609375
2024-08-23,4835.4013671875
2024-08-26,4812.794921875
2024-08-27,4806.52587890625
2024-08-28,4883.52734375
2024-08-29,4852.9736328125
2024-08-30,4897.0029296875
2024-09-02,4849.07421875
2024-09-03,4803.5146484375
2024-09-04,4771.677734375
2024-09-05,4738.65625
2024-09-06,4691.6650390625
2024-09-09,4686.5810546875
2024-09-10,4676.5615234375
2024-09-11,4666.14599609375
2024-09-12,4812.59716796875
2024-09-13,4796.11083984375
2024-09-16,4836.48779296875
2024-09-17,4788.11474609375
2024-09-18,4788.2626953125
2024-09-19,4802.62646484375
2024-09-20,4899.61865234375
2024-09-23,4817.0888671875
2024-09-24,4814.47265625
2024-09-25,4832.587890625
2024-09-26,4930.32080078125
2024-09-27,4997.7958984375
2024-09-30,4961.9111328125
2024-10-01,4908.9970703125
2024-10-03,4721.28125
2024-10-04,4646.55029296875
2024-10-07,4608.19775390625
2024-10-08,4633.37109375
2024-10-09,4648.623046875
2024-10-10,4637.76416015625
2024-10-11,4667.52783203125
2024-10-14,4718.61572265625
2024-10-15,4661.654296875
2024-10-16,4618.36572265625
2024-10-17,4564.662109375
2024-10-18,4704.64697265625
2024-10-21,4748.87353515625
2024-10-22,4698.13134765625
2024-10-23,4617.8720703125
2024-10-24,4608.74072265625
2024-10-25,4532.8251953125
2024-10-28,4660.22265625
2024-10-29,4835.45068359375
2024-10-30,4806.9208984375
2024-10-31,4831.99560546875
2024-11-01,4890.19140625
2024-11-04,4769.99951171875
2024-11-05,4837.07958984375
2024-11-06,4854.20751953125
2024-11-07,4815.55859375
2024-11-08,4723.99609375
2024-11-11,4732.09130859375
2024-11-12,4677.54833984375
2024-11-13,4529.96240234375
2024-11-14,4821.18603515625
2024-11-18,4813.23876953125
2024-11-19,4901.8896484375
2024-11-21,4819.6064453125
2024-11-22,4922.3740234375
2024-11-25,4938.3173828125
2024-11-26,4868.62060546875
2024-11-27,4854.55322265625
2024-11-28,4754.056640625
2024-11-29,4769.99951171875
2024-12-02,4758.99267578125
2024-12-03,4782.33984375
2024-12-04,4735.64501953125
2024-12-05,4775.62646484375
2024-12-06,4814.62060546875
2024-12-09,4780.11865234375
2024-12-10,4751.43994140625
2024-12-11,4740.482421875
2024-12-12,4746.109375
2024-12-13,4764.12548828125
2024-12-16,4776.564453125
2024-12-17,4681.94140625
2024-12-18,4689.04931640625
2024-12-19,4710.86669921875
2024-12-20,4673.8955078125
2024-12-23,4689.740234375
2024-12-24,4731.5478515625
2024-12-26,4739.89013671875
2024-12-27,4814.47265625
2024-12-30,4793.642578125
2024-12-31,4760.1767578125
2025-01-01,4822.76513671875
2025-01-02,5240.1533203125
2025-01-03,5242.76953125
2025-01-06,5182.89599609375
2025-01-07,5111.02734375
2025-01-08,5097.1083984375
2025-01-09,5074.1064453125
2025-01-10,4993.69921875
2025-01-13,4875.876953125
2025-01-14,4965.16845703125
2025-01-15,5016.8486328125
2025-01-16,4983.18505859375
2025-01-17,4948.1396484375
2025-01-20,4952.53271484375
2025-01-21,4906.33203125
2025-01-22,4945.5732421875
2025-01-23,5050.7099609375
2025-01-24,5139.65625
2025-01-27,5078.6474609375
2025-01-28,5040.0478515625
2025-01-29,5116.5556640625
2025-01-30,5098.24365234375
2025-01-31,5127.8095703125
2025-02-01,5321.15283203125
2025-02-03,5415.03564453125
2025-02-04,5380.33544921875
2025-02-05,5347.85693359375
2025-02-06,5273.619140625
2025-02-07,5303.7783203125
2025-02-10,5267.0546875
2025-02-11,4908.701171875
2025-02-12,4787.37451171875
2025-02-13,4758.69580078125
2025-02-14,4643.14453125
2025-02-17,4684.458984375
2025-02-18,4658.98876953125
2025-02-19,4749.021484375
2025-02-20,4825.82568359375
2025-02-21,4898.92822265625
2025-02-24,4946.65869140625
2025-02-25,4925.927734375
2025-02-27,4872.32275390625
2025-02-28,4712.4951171875
2025-03-03,4843.79296875
2025-03-04,4753.4638671875
2025-03-05,4924.44677734375
2025-03-06,5029.1884765625
2025-03-07,5035.408203125
2025-03-10,4926.66796875
2025-03-11,4921.73193359375
2025-03-12,4953.22412109375
2025-03-13,4951.0517578125
2025-03-17,4985.60400390625
2025-03-18,4985.60400390625
2025-03-19,5035.60546875
2025-03-20,5162.41162109375
2025-03-21,5238.03076171875
2025-03-24,5354.76708984375
2025-03-25,5361.72705078125
2025-03-26,5334.13427734375
2025-03-27,5277.3212890625
2025-03-28,5279.24658203125
2025-04-01,5239.26513671875
2025-04-02,5286.9462890625
2025-04-03,5310.29345703125
2025-04-04,5180.7236328125
2025-04-07,5000.412109375
2025-04-08,5164.3857421875
2025-04-09,5190.99072265625
2025-04-11,5282.4052734375
2025-04-15,5458.2255859375
2025-04-16,5543.6181640625
2025-04-17,5605.81201171875
2025-04-21,5736.1220703125
2025-04-22,5709.96142578125
2025-04-23,5666.52490234375
2025-04-24,5578.17041015625
2025-04-25,5504.13037109375
2025-04-28,5550.03515625
2025-04-29,5507.58544921875
2025-04-30,5495.7392578125
2025-05-02,5370.36474609375
2025-05-05,5390.6025390625
2025-05-06,5444.40478515625
2025-05-07,5418.73779296875
2025-05-08,5303.72900390625
2025-05-09,5255.849609375
2025-05-12,5449.3408203125
2025-05-13,5349.6337890625
2025-05-14,5376.78173828125
2025-05-15,5396.0322265625
2025-05-16,5438.97509765625
2025-05-19,5459.212890625
2025-05-20,5318.537109375
2025-05-21,5339.76171875
2025-05-22,5318.04345703125
2025-05-23,5330.876953125
2025-05-26,5358.02490234375
2025-05-27,5320.51123046875
2025-05-28,5258.31787109375
2025-05-29,5310.1455078125
2025-05-30,5265.22802734375
2025-06-02,5292.3759765625
2025-06-03,5285.4658203125
2025-06-04,5251.4072265625
2025-06-05,5240.54833984375
2025-06-06,5324.95361328125
2025-06-09,5321.9921875
2025-06-10,5308.6650390625
2025-06-11,5283.4912109375
2025-06-12,5247.45849609375
2025-06-13,5250.91357421875
2025-06-16,5296.32470703125
2025-06-17,5272.63232421875
2025-06-18,5323.96630859375
2025-06-19,5423.18017578125
2025-06-20,5454.27685546875
2025-06-23,5481.4248046875
2025-06-24,5556.94580078125
2025-06-25,5504.6240234375
2025-06-26,5539.66943359375
2025-06-27,5587.548828125
2025-06-30,5584.09375
2025-07-01,5642.33837890625
2025-07-02,5649.24853515625
2025-07-03,5642.83203125
2025-07-04,5556.94580078125
2025-07-07,5609.7607421875
2025-07-08,5606.79931640625
2025-07-09,5622.1005859375
2025-07-10,5579.6513671875
2025-07-11,5540.65673828125
2025-07-14,5469.57861328125
2025-07-15,5519.43212890625
2025-07-16,5554.4775390625
2025-07-17,5577.6767578125
2025-07-18,5555.46484375
2025-07-21,5486.8544921875
2025-07-22,5369.87109375
2025-07-23,5371.845703125
2025-07-24,5398.99365234375
2025-07-25,5363.45458984375
2025-07-28,5317.05615234375
2025-07-29,5400.474609375
2025-07-30,5410.83984375
2025-07-31,5398.5
2025-08-01,5528.0
2025-08-04,5621.0
2025-08-05,5681.0
2025-08-06,5668.0
2025-08-07,5681.5
2025-08-08,5663.0
2025-08-11,5671.5
2025-08-12,5658.0
2025-08-13,5714.5
2025-08-14,5764.0
2025-08-18,5912.0
2025-08-19,5938.5
2025-08-20,5937.5
2025-08-21,5975.0
2025-08-22,5924.5
2025-08-25,5990.5
2025-08-26,6151.0
2025-08-28,6133.0
2025-08-29,6103.0
2025-09-01,6280.0
2025-09-02,6349.0
2025-09-03,6371.5
2025-09-04,6425.0
2025-09-05,6580.5
2025-09-08,6815.0
2025-09-09,6874.5
2025-09-10,6836.5
2025-09-11,6758.0
2025-09-12,6875.0
2025-09-15,6801.0
2025-09-16,6927.5
2025-09-17,6890.5
2025-09-18,6924.5
2025-09-19,6973.5
2025-09-22,6946.0
2025-09-23,6990.5
2025-09-24,7011.5
2025-09-25,6986.0
2025-09-26,7047.0
2025-09-29,6985.0
2025-09-30,7005.5
2025-10-01,7021.5
2025-10-03,6941.0
2025-10-06,6880.0
2025-10-07,6957.0
2025-10-08,6902.5
2025-10-09,6896.5
2025-10-10,6965.0
2025-10-13,6912.0
2025-10-14,6887.0
2025-10-15,6895.0
2025-10-16,6988.0
2025-10-17,7042.5
2025-10-20,7013.5
2025-10-21,7018.5
2025-10-23,6884.5
2025-10-24,6840.0
2025-10-27,6906.5
2025-10-28,7002.5
2025-10-29,6952.0
2025-10-30,6889.0
2025-10-31,7007.0
2025-11-03,7023.5
2025-11-04,6930.0
2025-11-06,6806.5
2025-11-07,6886.0
2025-11-10,6866.5
2025-11-11,6873.0
2025-11-12,6879.0
2025-11-13,6855.0
2025-11-14,6695.0
2025-11-17,6799.0
2025-11-18,6814.5
2025-11-19,6896.5
2025-11-20,7125.5
2025-11-21,7134.5
2025-11-24,7258.5
2025-11-25,7218.5
2025-11-26,7198.5
2025-11-27,6999.0
2025-11-28,7053.5
2025-12-01,7125.5
2025-12-02,7112.5
2025-12-03,7081.5
2025-12-04,7100.0
2025-12-05,7208.0
2025-12-08,7142.0
2025-12-09,7123.0
2025-12-10,7228.5
2025-12-11,7256.0
2025-12-12,7229.0
2025-12-15,7121.5
2025-12-16,7061.5
2025-12-17,7134.5
2025-12-18,7106.5
2025-12-19,7217.0
2025-12-22,7291.5
2025-12-23,7303.0
2025-12-24,7312.5
2025-12-26,7324.0
2025-12-29,7272.0
2025-12-30,7192.5
2025-12-31,7312.5
2026-01-01,7348.0
2026-01-02,7334.5
2026-01-05,7482.5
2026-01-06,7522.5
2026-01-07,7582.5
2026-01-08,7551.0
2026-01-09,7507.0
2026-01-12,7436.0
2026-01-13,7404.0
2026-01-14,7358.0
2026-01-15,7358.0
2026-01-16,7315.0
2026-01-19,7323.5
2026-01-20,7173.5
2026-01-21,7140.0
2026-01-22,7049.0
2026-01-23,6973.0
2026-01-27,7164.5
2026-01-28,7071.0
2026-01-29,7056.5
2026-01-30,7122.5
2026-02-02,6985.5
2026-02-03,7215.0
2026-02-04,7277.5
2026-02-05,7209.5
2026-02-06,7177.5
2026-02-09,7195.5
2026-02-10,7296.0
2026-02-11,7771.0
2026-02-12,7943.0
2026-02-13,8065.0
2026-02-16,8010.5
2026-02-17,8035.0
2026-02-18,8009.5
2026-02-19,7897.0
2026-02-20,7936.5
2026-02-23,8038.5
2026-02-24,7929.0
2026-02-25,8008.0
2026-02-26,8190.0
2026-02-27,8010.5
2026-03-02,7826.0
2026-03-04,7626.5
2026-03-05,7755.0
2026-03-06,7620.5
2026-03-09,7266.0
2026-03-10,7536.5
2026-03-11,7253.5
2026-03-12,6975.5
2026-03-13,6741.0
2026-03-16,6827.5
2026-03-17,6910.0
2026-03-18,7027.5
2026-03-19,6793.0
2026-03-20,6909.0
2026-03-23,6681.5
2026-03-24,6871.0
2026-03-25,6992.5
2026-03-27,6811.5
2026-03-30,6586.0
2026-04-01,6825.5
2026-04-02,6649.5
2026-04-06,6596.0
2026-04-07,6605.5
2026-04-08,7131.0
2026-04-09,7147.5
2026-04-10,7424.0
2026-04-13,7050.0
2026-04-15,7128.0
2026-04-16,7131.0
2026-04-17,7189.5
2026-04-20,7243.0
2026-04-21,7240.5
2026-04-22,7230.0
2026-04-23,7092.5
2026-04-24,7111.5
2026-04-27,7174.0
2026-04-28,7071.5
2026-04-29,7189.5
2026-04-30,7109.0
2026-05-01,7109.0
2026-05-04,7329.0
2026-05-05,7301.5
2026-05-06,7310.5
2026-05-07,7327.5
2026-05-08,7302.5
2026-05-11,7202.5
2026-05-12,7126.0
2026-05-13,6971.5
2026-05-14,7034.0
2026-05-15,7014.5
2026-05-18,6913.0
2026-05-19,6882.5
2026-05-20,6849.5
2026-05-21,6892.0
2026-05-22,6981.5
2026-05-25,7414.0
2026-05-26,7376.0
2026-05-27,7419.0
2026-05-29,7177.0
2026-06-01,7100.5
2026-06-02,7141.5
