Date,SBILIFE.NS
2024-07-26,1745.19775390625
2024-07-29,1740.961669921875
2024-07-30,1715.39599609375
2024-07-31,1747.888916015625
2024-08-01,1761.4442138671875
2024-08-02,1739.167724609375
2024-08-05,1716.5421142578125
2024-08-06,1668.9989013671875
2024-08-07,1680.162109375
2024-08-08,1700.694580078125
2024-08-09,1719.4326171875
2024-08-12,1699.398681640625
2024-08-13,1676.8729248046875
2024-08-14,1686.5411376953125
2024-08-16,1683.3515625
2024-08-19,1666.05859375
2024-08-20,1755.5137939453125
2024-08-21,1794.6845703125
2024-08-22,1789.3521728515625
2024-08-23,1783.421875
2024-08-26,1790.3489990234375
2024-08-27,1832.9085693359375
2024-08-28,1837.6429443359375
2024-08-29,1837.6429443359375
2024-08-30,1844.221435546875
2024-09-02,1882.5450439453125
2024-09-03,1922.31396484375
2024-09-04,1905.91796875
2024-09-05,1901.582275390625
2024-09-06,1890.0703125
2024-09-09,1895.5023193359375
2024-09-10,1847.3609619140625
2024-09-11,1853.0423583984375
2024-09-12,1869.7869873046875
2024-09-13,1840.433837890625
2024-09-16,1815.266845703125
2024-09-17,1813.1737060546875
2024-09-18,1836.3970947265625
2024-09-19,1834.9019775390625
2024-09-20,1864.1058349609375
2024-09-23,1913.8419189453125
2024-09-24,1858.2252197265625
2024-09-25,1857.4776611328125
2024-09-26,1892.063720703125
2024-09-27,1876.465087890625
2024-09-30,1837.942138671875
2024-10-01,1828.1741943359375
2024-10-03,1799.618408203125
2024-10-04,1792.19287109375
2024-10-07,1782.076171875
2024-10-08,1722.373046875
2024-10-09,1731.6923828125
2024-10-10,1728.8018798828125
2024-10-11,1729.3499755859375
2024-10-14,1732.58935546875
2024-10-15,1718.087158203125
2024-10-16,1728.05419921875
2024-10-17,1696.4085693359375
2024-10-18,1700.4453125
2024-10-21,1706.2261962890625
2024-10-22,1692.5711669921875
2024-10-23,1710.3626708984375
2024-10-24,1629.927734375
2024-10-25,1611.4385986328125
2024-10-28,1600.624267578125
2024-10-29,1655.89208984375
2024-10-30,1618.8143310546875
2024-10-31,1616.8209228515625
2024-11-01,1623.4989013671875
2024-11-04,1603.5147705078125
2024-11-05,1627.83447265625
2024-11-06,1598.6805419921875
2024-11-07,1584.626953125
2024-11-08,1564.792236328125
2024-11-11,1560.8553466796875
2024-11-12,1557.31689453125
2024-11-13,1541.61865234375
2024-11-14,1557.16748046875
2024-11-18,1557.466552734375
2024-11-19,1517.89697265625
2024-11-21,1473.0946044921875
2024-11-22,1480.27099609375
2024-11-25,1490.2879638671875
2024-11-26,1501.800048828125
2024-11-27,1500.4544677734375
2024-11-28,1423.90673828125
2024-11-29,1433.0267333984375
2024-12-02,1417.3782958984375
2024-12-03,1436.2161865234375
2024-12-04,1447.827880859375
2024-12-05,1427.1461181640625
2024-12-06,1443.791259765625
2024-12-09,1464.47314453125
2024-12-10,1457.0474853515625
2024-12-11,1451.3662109375
2024-12-12,1427.7938232421875
2024-12-13,1424.1060791015625
2024-12-16,1416.9796142578125
2024-12-17,1405.0687255859375
2024-12-18,1393.4072265625
2024-12-19,1401.28125
2024-12-20,1395.998779296875
2024-12-23,1400.683349609375
2024-12-24,1382.443359375
2024-12-26,1404.4210205078125
2024-12-27,1400.683349609375
2024-12-30,1399.238037109375
2024-12-31,1385.832275390625
2025-01-01,1395.7994384765625
2025-01-02,1417.57763671875
2025-01-03,1442.9439697265625
2025-01-06,1429.9368896484375
2025-01-07,1472.895263671875
2025-01-08,1458.34326171875
2025-01-09,1463.625732421875
2025-01-10,1473.443603515625
2025-01-13,1462.5792236328125
2025-01-14,1494.32470703125
2025-01-15,1467.9117431640625
2025-01-16,1508.62744140625
2025-01-17,1535.439208984375
2025-01-20,1494.773193359375
2025-01-21,1461.732177734375
2025-01-22,1455.2535400390625
2025-01-23,1445.0869140625
2025-01-24,1435.66796875
2025-01-27,1419.720458984375
2025-01-28,1414.836669921875
2025-01-29,1456.1005859375
2025-01-30,1468.061279296875
2025-01-31,1478.7259521484375
2025-02-01,1449.572021484375
2025-02-03,1455.1536865234375
2025-02-04,1467.5628662109375
2025-02-05,1464.323486328125
2025-02-06,1460.2867431640625
2025-02-07,1466.1175537109375
2025-02-10,1443.4422607421875
2025-02-11,1414.33837890625
2025-02-12,1447.37939453125
2025-02-13,1465.6690673828125
2025-02-14,1460.6356201171875
2025-02-17,1471.3502197265625
2025-02-18,1470.503173828125
2025-02-19,1470.7523193359375
2025-02-20,1464.971435546875
2025-02-21,1490.4874267578125
2025-02-24,1481.6165771484375
2025-02-25,1466.9150390625
2025-02-27,1464.921630859375
2025-02-28,1425.800537109375
2025-03-03,1403.872802734375
2025-03-04,1388.5234375
2025-03-05,1416.0325927734375
2025-03-06,1416.630859375
2025-03-07,1409.640380859375
2025-03-10,1417.4794921875
2025-03-11,1415.2825927734375
2025-03-12,1407.0440673828125
2025-03-13,1383.6265869140625
2025-03-17,1432.259033203125
2025-03-18,1432.259033203125
2025-03-19,1482.8387451171875
2025-03-20,1496.27001953125
2025-03-21,1544.2532958984375
2025-03-24,1567.620849609375
2025-03-25,1555.0382080078125
2025-03-26,1539.160400390625
2025-03-27,1542.75537109375
2025-03-28,1545.7012939453125
2025-04-01,1543.1048583984375
2025-04-02,1557.6845703125
2025-04-03,1540.1090087890625
2025-04-04,1510.500244140625
2025-04-07,1458.772216796875
2025-04-08,1485.934326171875
2025-04-09,1479.59326171875
2025-04-11,1519.787353515625
2025-04-15,1560.4307861328125
2025-04-16,1563.2269287109375
2025-04-17,1605.9674072265625
2025-04-21,1626.2393798828125
2025-04-22,1616.7525634765625
2025-04-23,1613.25732421875
2025-04-24,1605.9674072265625
2025-04-25,1692.746826171875
2025-04-28,1733.68994140625
2025-04-29,1727.6982421875
2025-04-30,1763.3487548828125
2025-05-02,1759.753662109375
2025-05-05,1767.443115234375
2025-05-06,1723.60400390625
2025-05-07,1742.0782470703125
2025-05-08,1729.0963134765625
2025-05-09,1697.4404296875
2025-05-12,1749.068603515625
2025-05-13,1737.5845947265625
2025-05-14,1752.763427734375
2025-05-15,1782.12255859375
2025-05-16,1770.938232421875
2025-05-19,1767.5428466796875
2025-05-20,1755.35986328125
2025-05-21,1761.451416015625
2025-05-22,1756.8577880859375
2025-05-23,1796.2030029296875
2025-05-26,1799.0989990234375
2025-05-27,1800.7967529296875
2025-05-28,1804.8909912109375
2025-05-29,1822.466552734375
2025-05-30,1809.684326171875
2025-06-02,1799.997802734375
2025-06-03,1772.8355712890625
2025-06-04,1773.4346923828125
2025-06-05,1772.3363037109375
2025-06-06,1778.128173828125
2025-06-09,1788.3140869140625
2025-06-10,1783.0213623046875
2025-06-11,1796.80224609375
2025-06-12,1763.5484619140625
2025-06-13,1752.763427734375
2025-06-16,1795.3043212890625
2025-06-17,1797.700927734375
2025-06-18,1794.705078125
2025-06-19,1786.916015625
2025-06-20,1808.3861083984375
2025-06-23,1816.075439453125
2025-06-24,1840.4415283203125
2025-06-25,1840.1419677734375
2025-06-26,1858.2169189453125
2025-06-27,1848.031005859375
2025-06-30,1835.7481689453125
2025-07-01,1859.91455078125
2025-07-02,1854.222412109375
2025-07-03,1807.68701171875
2025-07-04,1797.20166015625
2025-07-07,1805.789794921875
2025-07-08,1814.3778076171875
2025-07-09,1812.380615234375
2025-07-10,1807.68701171875
2025-07-11,1832.65234375
2025-07-14,1848.7301025390625
2025-07-15,1822.266845703125
2025-07-16,1826.560791015625
2025-07-17,1800.29736328125
2025-07-18,1785.9173583984375
2025-07-21,1802.1947021484375
2025-07-22,1806.48876953125
2025-07-23,1806.988037109375
2025-07-24,1791.110107421875
2025-07-25,1829.556640625
2025-07-28,1847.93115234375
2025-07-29,1830.8548583984375
2025-07-30,1836.5469970703125
2025-07-31,1838.1446533203125
2025-08-01,1793.7064208984375
2025-08-04,1828.95751953125
2025-08-05,1854.422119140625
2025-08-06,1851.7259521484375
2025-08-07,1858.516357421875
2025-08-08,1831.0545654296875
2025-08-11,1848.430419921875
2025-08-12,1835.448486328125
2025-08-13,1837.745361328125
2025-08-14,1838.044921875
2025-08-18,1860.413818359375
2025-08-19,1851.526123046875
2025-08-20,1855.9200439453125
2025-08-21,1874.6939697265625
2025-08-22,1856.4193115234375
2025-08-25,1844.236328125
2025-08-26,1814.078125
2025-08-28,1814.2779541015625
2025-08-29,1802.99365234375
2025-09-01,1807.2877197265625
2025-09-02,1811.9810791015625
2025-09-03,1808.1864013671875
2025-09-04,1788.613525390625
2025-09-05,1802.7939453125
2025-09-08,1778.427734375
2025-09-09,1803.1932373046875
2025-09-10,1831.1544189453125
2025-09-11,1811.6815185546875
2025-09-12,1827.6593017578125
2025-09-15,1819.67041015625
2025-09-16,1816.275146484375
2025-09-17,1801.4957275390625
2025-09-18,1819.27099609375
2025-09-19,1839.143310546875
2025-09-22,1855.12109375
2025-09-23,1816.8743896484375
2025-09-24,1814.5775146484375
2025-09-25,1807.2877197265625
2025-09-26,1796.302978515625
2025-09-29,1786.2169189453125
2025-09-30,1788.1142578125
2025-10-01,1798.5997314453125
2025-10-03,1782.6219482421875
2025-10-06,1768.441650390625
2025-10-07,1781.623291015625
2025-10-08,1770.4388427734375
2025-10-09,1807.2877197265625
2025-10-10,1807.8868408203125
2025-10-13,1812.780029296875
2025-10-14,1813.6787109375
2025-10-15,1838.044921875
2025-10-16,1833.151611328125
2025-10-17,1841.5400390625
2025-10-20,1837.1461181640625
2025-10-21,1838.4443359375
2025-10-23,1850.1280517578125
2025-10-24,1837.24609375
2025-10-27,1900.4581298828125
2025-10-28,1934.1114501953125
2025-10-29,1967.6646728515625
2025-10-30,1965.66748046875
2025-10-31,1952.985107421875
2025-11-03,1966.8658447265625
2025-11-04,1968.76318359375
2025-11-06,1968.064208984375
2025-11-07,1996.1251220703125
2025-11-10,1986.53857421875
2025-11-11,1994.5274658203125
2025-11-12,1993.9281005859375
2025-11-13,1985.140380859375
2025-11-14,1998.1224365234375
2025-11-17,1993.2291259765625
2025-11-18,1990.532958984375
2025-11-19,2002.0169677734375
2025-11-20,2024.2860107421875
2025-11-21,2019.6923828125
2025-11-24,2012.003173828125
2025-11-25,2028.1805419921875
2025-11-26,2026.283203125
2025-11-27,2001.7174072265625
2025-11-28,1963.2708740234375
2025-12-01,1968.863037109375
2025-12-02,1978.749267578125
2025-12-03,1970.0614013671875
2025-12-04,2000.11962890625
2025-12-05,2020.890625
2025-12-08,2017.894775390625
2025-12-09,2003.4149169921875
2025-12-10,2011.7034912109375
2025-12-11,2004.114013671875
2025-12-12,2023.087646484375
2025-12-15,2032.0751953125
2025-12-16,2033.173583984375
2025-12-17,2007.409423828125
2025-12-18,2011.6036376953125
2025-12-19,2025.584228515625
2025-12-22,2019.49267578125
2025-12-23,2021.9892578125
2025-12-24,2022.58837890625
2025-12-26,2016.297119140625
2025-12-29,2007.010009765625
2025-12-30,1992.7298583984375
2025-12-31,2032.0751953125
2026-01-01,2037.5675048828125
2026-01-02,2064.530029296875
2026-01-05,2072.71875
2026-01-06,2092.890625
2026-01-07,2067.92529296875
2026-01-08,2080.008544921875
2026-01-09,2067.12646484375
2026-01-12,2095.087646484375
2026-01-13,2079.509033203125
2026-01-14,2065.92822265625
2026-01-15,2065.92822265625
2026-01-16,2078.111083984375
2026-01-19,2070.8212890625
2026-01-20,2046.2554931640625
2026-01-21,2052.546630859375
2026-01-22,2019.193115234375
2026-01-23,1999.8199462890625
2026-01-27,2035.3704833984375
2026-01-28,2050.349609375
2026-01-29,1993.52880859375
2026-01-30,1995.7257080078125
2026-02-02,1998.22216796875
2026-02-03,1999.3206787109375
2026-02-04,2038.86572265625
2026-02-05,2014.9989013671875
2026-02-06,1993.9281005859375
2026-02-09,2021.1903076171875
2026-02-10,2015.498291015625
2026-02-11,2023.4871826171875
2026-02-12,2019.29296875
2026-02-13,2031.3760986328125
2026-02-16,2039.5648193359375
2026-02-17,2036.6688232421875
2026-02-18,2056.740966796875
2026-02-19,2040.1639404296875
2026-02-20,2077.112548828125
2026-02-23,2106.671630859375
2026-02-24,2080.008544921875
2026-02-25,2070.721435546875
2026-02-26,2079.90869140625
2026-02-27,2034.3719482421875
2026-03-02,2029.37890625
2026-03-04,1927.919921875
2026-03-05,1942.2999267578125
2026-03-06,1941.5999755859375
2026-03-09,1912.5
2026-03-10,1963.699951171875
2026-03-11,1938.5999755859375
2026-03-12,1939.4000244140625
2026-03-13,1904.4000244140625
2026-03-16,1909.199951171875
2026-03-17,1932.0999755859375
2026-03-18,1962.5
2026-03-19,1903.0999755859375
2026-03-20,1896.9000244140625
2026-03-23,1832.300048828125
2026-03-24,1836.0
2026-03-25,1851.800048828125
2026-03-27,1837.5999755859375
2026-03-30,1777.300048828125
2026-04-01,1790.5
2026-04-02,1774.0
2026-04-06,1836.800048828125
2026-04-07,1841.4000244140625
2026-04-08,1907.5999755859375
2026-04-09,1904.0
2026-04-10,1923.199951171875
2026-04-13,1914.4000244140625
2026-04-15,1971.0
2026-04-16,1974.699951171875
2026-04-17,1970.9000244140625
2026-04-20,1982.5
2026-04-21,1911.5999755859375
2026-04-22,1884.800048828125
2026-04-23,1828.0999755859375
2026-04-24,1768.9000244140625
2026-04-27,1815.4000244140625
2026-04-28,1808.300048828125
2026-04-29,1816.199951171875
2026-04-30,1819.0
2026-05-01,1819.0
2026-05-04,1820.0999755859375
2026-05-05,1821.199951171875
2026-05-06,1859.0
2026-05-07,1872.199951171875
2026-05-08,1872.0999755859375
2026-05-11,1884.4000244140625
2026-05-12,1833.9000244140625
2026-05-13,1837.5
2026-05-14,1866.699951171875
2026-05-15,1864.5
2026-05-18,1860.4000244140625
2026-05-19,1881.4000244140625
2026-05-20,1864.199951171875
2026-05-21,1859.9000244140625
2026-05-22,1870.699951171875
2026-05-25,1901.9000244140625
2026-05-26,1883.199951171875
